Dokumen_ID,Nama_Dokumen,Pengacara_ID,Kasus_ID,Tanggal_Upload,Staf_ID,URL_Doc
900027,Bukti-Bukti Kasus ID 500027,556,500027,2026-04-18,444,https://doc_storage.com/500027_3d57da02.pdf
900028,Jawaban Gugatan Kasus ID 500028,540,500028,2026-12-30,676,https://doc_storage.com/500028_4dcaede3.pdf
900029,Putusan Pengadilan Kasus ID 500029,490,500029,2026-10-11,186,https://doc_storage.com/500029_8697e08b.pdf
900030,Putusan Pengadilan Kasus ID 500030,52,500030,2026-02-16,858,https://doc_storage.com/500030_6fab2c6d.pdf
900031,Memori Banding Kasus ID 500031,241,500031,2026-05-25,415,https://doc_storage.com/500031_747dce0c.pdf
900032,Putusan Pengadilan Kasus ID 500032,983,500032,2025-12-02,22,https://doc_storage.com/500032_ffbedc4f.pdf
900033,Bukti-Bukti Kasus ID 500033,598,500033,2025-05-19,802,https://doc_storage.com/500033_5ce06416.pdf
900034,Resume Kasus Kasus ID 500034,118,500034,2025-03-18,235,https://doc_storage.com/500034_86a38e6b.pdf
900035,Eksepsi Kasus ID 500035,596,500035,2025-11-13,12,https://doc_storage.com/500035_69645b92.pdf
900036,Eksepsi Kasus ID 500036,867,500036,2026-10-27,389,https://doc_storage.com/500036_07a5acd4.pdf
900037,Surat Kuasa Kasus ID 500037,806,500037,2026-07-13,476,https://doc_storage.com/500037_03a415fb.pdf
900038,Bukti-Bukti Kasus ID 500038,373,500038,2026-05-19,953,https://doc_storage.com/500038_6e4528ae.pdf
900039,Putusan Pengadilan Kasus ID 500039,864,500039,2025-01-30,479,https://doc_storage.com/500039_efcd62f2.pdf
900040,Resume Kasus Kasus ID 500040,393,500040,2026-10-07,729,https://doc_storage.com/500040_0e28eb36.pdf
900041,Putusan Pengadilan Kasus ID 500041,738,500041,2025-12-30,96,https://doc_storage.com/500041_12873e15.pdf
900042,Jawaban Gugatan Kasus ID 500042,363,500042,2026-06-21,499,https://doc_storage.com/500042_6013d1cf.pdf
900043,Eksepsi Kasus ID 500043,61,500043,2026-10-11,962,https://doc_storage.com/500043_e209cdae.pdf
900044,Memori Banding Kasus ID 500044,505,500044,2026-02-16,630,https://doc_storage.com/500044_5381149b.pdf
900045,Putusan Pengadilan Kasus ID 500045,723,500045,2023-01-25,789,https://doc_storage.com/500045_c023fe97.pdf
900046,Memori Banding Kasus ID 500046,752,500046,2026-11-23,120,https://doc_storage.com/500046_51fda22a.pdf
900047,Resume Kasus Kasus ID 500047,688,500047,2026-03-19,266,https://doc_storage.com/500047_f12a8e24.pdf
900048,Memori Banding Kasus ID 500048,613,500048,2023-03-29,439,https://doc_storage.com/500048_068e0b78.pdf
900049,Putusan Pengadilan Kasus ID 500049,558,500049,2023-09-11,1000,https://doc_storage.com/500049_08cd9d4c.pdf
900050,Gugatan Kasus ID 500050,142,500050,2026-05-19,875,https://doc_storage.com/500050_b18b2a81.pdf
900051,Gugatan Kasus ID 500051,146,500051,2024-02-04,109,https://doc_storage.com/500051_f24978c4.pdf
900052,Bukti-Bukti Kasus ID 500052,494,500052,2023-12-08,487,https://doc_storage.com/500052_5c35e987.pdf
900053,Memori Banding Kasus ID 500053,686,500053,2024-04-03,637,https://doc_storage.com/500053_91113e9a.pdf
900054,Bukti-Bukti Kasus ID 500054,966,500054,2026-07-25,211,https://doc_storage.com/500054_9252333d.pdf
900055,Memori Banding Kasus ID 500055,452,500055,2026-08-28,549,https://doc_storage.com/500055_3c0f2218.pdf
900056,Surat Kuasa Kasus ID 500056,163,500056,2026-10-02,555,https://doc_storage.com/500056_8c4fc668.pdf
900057,Resume Kasus Kasus ID 500057,771,500057,2026-05-09,232,https://doc_storage.com/500057_d899b72c.pdf
900058,Memori Banding Kasus ID 500058,585,500058,2026-11-02,789,https://doc_storage.com/500058_4a2dafe1.pdf
900059,Surat Kuasa Kasus ID 500059,799,500059,2026-05-20,638,https://doc_storage.com/500059_b3248e01.pdf
900060,Memori Banding Kasus ID 500060,158,500060,2026-04-06,894,https://doc_storage.com/500060_821acd3d.pdf
900061,Putusan Pengadilan Kasus ID 500061,145,500061,2026-10-20,660,https://doc_storage.com/500061_1e23dbdb.pdf
900062,Jawaban Gugatan Kasus ID 500062,310,500062,2026-12-22,80,https://doc_storage.com/500062_f2eb1503.pdf
900063,Gugatan Kasus ID 500063,124,500063,2026-03-25,396,https://doc_storage.com/500063_1e571e60.pdf
900064,Eksepsi Kasus ID 500064,60,500064,2024-12-09,964,https://doc_storage.com/500064_baeeabea.pdf
900065,Putusan Pengadilan Kasus ID 500065,407,500065,2026-06-06,288,https://doc_storage.com/500065_ff194ba3.pdf
900066,Jawaban Gugatan Kasus ID 500066,113,500066,2026-03-19,349,https://doc_storage.com/500066_a5440042.pdf
900067,Resume Kasus Kasus ID 500067,821,500067,2025-12-01,889,https://doc_storage.com/500067_4f913509.pdf
900068,Putusan Pengadilan Kasus ID 500068,944,500068,2026-07-11,505,https://doc_storage.com/500068_9c7b615a.pdf
900069,Jawaban Gugatan Kasus ID 500069,739,500069,2025-08-04,576,https://doc_storage.com/500069_eb788245.pdf
900070,Jawaban Gugatan Kasus ID 500070,174,500070,2025-03-18,353,https://doc_storage.com/500070_77f7474e.pdf
900071,Eksepsi Kasus ID 500071,756,500071,2026-12-05,654,https://doc_storage.com/500071_59d3a17c.pdf
900072,Resume Kasus Kasus ID 500072,622,500072,2026-11-07,414,https://doc_storage.com/500072_e8c04444.pdf
900073,Resume Kasus Kasus ID 500073,799,500073,2026-11-15,969,https://doc_storage.com/500073_ce4763f2.pdf
900074,Memori Banding Kasus ID 500074,696,500074,2024-10-10,251,https://doc_storage.com/500074_03c38985.pdf
900075,Bukti-Bukti Kasus ID 500075,686,500075,2025-10-03,952,https://doc_storage.com/500075_b80d4677.pdf
900076,Memori Banding Kasus ID 500076,988,500076,2026-06-16,42,https://doc_storage.com/500076_2603b562.pdf
900077,Bukti-Bukti Kasus ID 500077,12,500077,2026-11-18,334,https://doc_storage.com/500077_0cd2a93b.pdf
900078,Surat Kuasa Kasus ID 500078,673,500078,2026-09-27,452,https://doc_storage.com/500078_af938edc.pdf
900079,Bukti-Bukti Kasus ID 500079,361,500079,2025-12-18,172,https://doc_storage.com/500079_f43bc37a.pdf
900080,Putusan Pengadilan Kasus ID 500080,918,500080,2026-03-01,67,https://doc_storage.com/500080_68b1b1ca.pdf
900081,Eksepsi Kasus ID 500081,996,500081,2026-11-27,642,https://doc_storage.com/500081_742a82b2.pdf
900082,Memori Banding Kasus ID 500082,349,500082,2026-12-29,519,https://doc_storage.com/500082_efaefc22.pdf
900083,Putusan Pengadilan Kasus ID 500083,694,500083,2026-09-25,542,https://doc_storage.com/500083_7d93007b.pdf
900084,Surat Kuasa Kasus ID 500084,410,500084,2026-04-15,473,https://doc_storage.com/500084_7b19f5e9.pdf
900085,Surat Kuasa Kasus ID 500085,251,500085,2025-04-10,310,https://doc_storage.com/500085_b4b10117.pdf
900086,Jawaban Gugatan Kasus ID 500086,608,500086,2025-09-01,567,https://doc_storage.com/500086_ff2ad82b.pdf
900087,Gugatan Kasus ID 500087,38,500087,2026-12-18,406,https://doc_storage.com/500087_6103f7c7.pdf
900088,Jawaban Gugatan Kasus ID 500088,994,500088,2025-04-16,765,https://doc_storage.com/500088_db262b87.pdf
900089,Gugatan Kasus ID 500089,122,500089,2026-12-05,323,https://doc_storage.com/500089_764a4271.pdf
900090,Surat Kuasa Kasus ID 500090,663,500090,2025-11-06,516,https://doc_storage.com/500090_ca3a116c.pdf
900091,Memori Banding Kasus ID 500091,580,500091,2025-06-30,35,https://doc_storage.com/500091_36c70cf5.pdf
900092,Resume Kasus Kasus ID 500092,694,500092,2026-10-03,282,https://doc_storage.com/500092_3946fbdb.pdf
900093,Jawaban Gugatan Kasus ID 500093,359,500093,2025-07-06,287,https://doc_storage.com/500093_f13030cd.pdf
900094,Eksepsi Kasus ID 500094,622,500094,2025-08-28,141,https://doc_storage.com/500094_001425a7.pdf
900095,Eksepsi Kasus ID 500095,408,500095,2024-11-08,920,https://doc_storage.com/500095_0bc14e2e.pdf
900096,Putusan Pengadilan Kasus ID 500096,497,500096,2026-03-24,886,https://doc_storage.com/500096_6877f669.pdf
900097,Putusan Pengadilan Kasus ID 500097,917,500097,2026-08-03,150,https://doc_storage.com/500097_c9155618.pdf
900098,Putusan Pengadilan Kasus ID 500098,554,500098,2026-08-09,751,https://doc_storage.com/500098_bd117289.pdf
900099,Resume Kasus Kasus ID 500099,668,500099,2026-07-12,595,https://doc_storage.com/500099_f554e03c.pdf
900100,Surat Kuasa Kasus ID 500100,636,500100,2025-12-01,21,https://doc_storage.com/500100_022365a5.pdf
900101,Putusan Pengadilan Kasus ID 500101,46,500101,2026-08-01,490,https://doc_storage.com/500101_25ee4d6f.pdf
900102,Putusan Pengadilan Kasus ID 500102,748,500102,2026-08-11,580,https://doc_storage.com/500102_2e2342f4.pdf
900103,Memori Banding Kasus ID 500103,674,500103,2026-07-01,425,https://doc_storage.com/500103_3f842f3d.pdf
900104,Memori Banding Kasus ID 500104,588,500104,2025-09-20,850,https://doc_storage.com/500104_09a0cb89.pdf
900105,Jawaban Gugatan Kasus ID 500105,278,500105,2026-11-11,655,https://doc_storage.com/500105_34ad7476.pdf
900106,Memori Banding Kasus ID 500106,118,500106,2025-08-23,168,https://doc_storage.com/500106_0fdf5399.pdf
900107,Resume Kasus Kasus ID 500107,493,500107,2026-07-22,18,https://doc_storage.com/500107_99852306.pdf
900108,Gugatan Kasus ID 500108,389,500108,2025-03-04,714,https://doc_storage.com/500108_b1868812.pdf
900109,Gugatan Kasus ID 500109,771,500109,2026-06-08,542,https://doc_storage.com/500109_b21dc950.pdf
900110,Jawaban Gugatan Kasus ID 500110,220,500110,2026-12-13,841,https://doc_storage.com/500110_8eacdd3d.pdf
900111,Gugatan Kasus ID 500111,516,500111,2026-07-11,91,https://doc_storage.com/500111_5a747758.pdf
900112,Eksepsi Kasus ID 500112,728,500112,2026-05-23,596,https://doc_storage.com/500112_50b7de85.pdf
900113,Surat Kuasa Kasus ID 500113,283,500113,2026-01-20,751,https://doc_storage.com/500113_70486101.pdf
900114,Gugatan Kasus ID 500114,426,500114,2024-04-08,45,https://doc_storage.com/500114_9748d1e6.pdf
900115,Gugatan Kasus ID 500115,668,500115,2026-01-21,743,https://doc_storage.com/500115_aecf90db.pdf
900116,Resume Kasus Kasus ID 500116,880,500116,2026-12-21,803,https://doc_storage.com/500116_045c9ec9.pdf
900117,Surat Kuasa Kasus ID 500117,730,500117,2026-01-31,415,https://doc_storage.com/500117_e6140ce3.pdf
900118,Putusan Pengadilan Kasus ID 500118,937,500118,2026-05-20,939,https://doc_storage.com/500118_383360e7.pdf
900119,Surat Kuasa Kasus ID 500119,424,500119,2026-12-07,713,https://doc_storage.com/500119_2ec9ae0a.pdf
900120,Bukti-Bukti Kasus ID 500120,525,500120,2024-01-26,722,https://doc_storage.com/500120_868c98e7.pdf
900121,Surat Kuasa Kasus ID 500121,56,500121,2026-12-26,465,https://doc_storage.com/500121_ff1f01ae.pdf
900122,Memori Banding Kasus ID 500122,836,500122,2025-12-18,472,https://doc_storage.com/500122_a732682f.pdf
900123,Eksepsi Kasus ID 500123,168,500123,2026-12-04,925,https://doc_storage.com/500123_3e7040f4.pdf
900124,Resume Kasus Kasus ID 500124,205,500124,2026-07-22,823,https://doc_storage.com/500124_e4342a55.pdf
900125,Gugatan Kasus ID 500125,877,500125,2025-10-06,4,https://doc_storage.com/500125_64c4987f.pdf
900126,Putusan Pengadilan Kasus ID 500126,496,500126,2025-12-02,409,https://doc_storage.com/500126_e46ce2af.pdf
900127,Memori Banding Kasus ID 500127,950,500127,2026-08-21,725,https://doc_storage.com/500127_41331006.pdf
900128,Putusan Pengadilan Kasus ID 500128,612,500128,2026-09-16,770,https://doc_storage.com/500128_3b907e81.pdf
900129,Gugatan Kasus ID 500129,962,500129,2026-01-08,224,https://doc_storage.com/500129_3fa7d8ca.pdf
900130,Eksepsi Kasus ID 500130,310,500130,2026-02-26,190,https://doc_storage.com/500130_4eda043a.pdf
900131,Resume Kasus Kasus ID 500131,869,500131,2026-08-01,743,https://doc_storage.com/500131_419a9ca2.pdf
900132,Resume Kasus Kasus ID 500132,899,500132,2023-10-29,538,https://doc_storage.com/500132_fe42be3b.pdf
900133,Eksepsi Kasus ID 500133,45,500133,2026-07-28,526,https://doc_storage.com/500133_9c259835.pdf
900134,Surat Kuasa Kasus ID 500134,79,500134,2024-10-08,270,https://doc_storage.com/500134_35875df7.pdf
900135,Memori Banding Kasus ID 500135,143,500135,2024-06-29,736,https://doc_storage.com/500135_7dfe2df3.pdf
900136,Bukti-Bukti Kasus ID 500136,867,500136,2025-09-08,776,https://doc_storage.com/500136_08978646.pdf
900137,Memori Banding Kasus ID 500137,695,500137,2026-12-30,162,https://doc_storage.com/500137_a21e4825.pdf
900138,Putusan Pengadilan Kasus ID 500138,370,500138,2026-07-06,889,https://doc_storage.com/500138_7d839e66.pdf
900139,Putusan Pengadilan Kasus ID 500139,373,500139,2026-06-28,254,https://doc_storage.com/500139_c411e5ae.pdf
900140,Memori Banding Kasus ID 500140,739,500140,2026-04-01,453,https://doc_storage.com/500140_6daf7aa3.pdf
900141,Gugatan Kasus ID 500141,23,500141,2026-09-19,576,https://doc_storage.com/500141_c66797da.pdf
900142,Gugatan Kasus ID 500142,638,500142,2024-10-02,129,https://doc_storage.com/500142_3c7bbca1.pdf
900143,Bukti-Bukti Kasus ID 500143,676,500143,2026-12-21,958,https://doc_storage.com/500143_980a4a36.pdf
900144,Resume Kasus Kasus ID 500144,526,500144,2023-12-07,256,https://doc_storage.com/500144_06f8c1f6.pdf
900145,Surat Kuasa Kasus ID 500145,138,500145,2026-05-13,706,https://doc_storage.com/500145_5d00b75e.pdf
900146,Surat Kuasa Kasus ID 500146,107,500146,2026-02-17,70,https://doc_storage.com/500146_5678a8c0.pdf
900147,Resume Kasus Kasus ID 500147,377,500147,2026-02-24,857,https://doc_storage.com/500147_880d78b5.pdf
900148,Resume Kasus Kasus ID 500148,811,500148,2026-02-19,892,https://doc_storage.com/500148_7160234f.pdf
900149,Bukti-Bukti Kasus ID 500149,215,500149,2026-10-21,668,https://doc_storage.com/500149_d5154ff3.pdf
900150,Jawaban Gugatan Kasus ID 500150,866,500150,2026-10-27,379,https://doc_storage.com/500150_80cb0b3c.pdf
900151,Bukti-Bukti Kasus ID 500151,871,500151,2026-08-18,251,https://doc_storage.com/500151_2916f6eb.pdf
900152,Surat Kuasa Kasus ID 500152,594,500152,2025-12-25,402,https://doc_storage.com/500152_7aefa3d7.pdf
900153,Bukti-Bukti Kasus ID 500153,426,500153,2026-07-02,266,https://doc_storage.com/500153_acd28a9b.pdf
900154,Jawaban Gugatan Kasus ID 500154,550,500154,2025-07-20,178,https://doc_storage.com/500154_ff065715.pdf
900155,Surat Kuasa Kasus ID 500155,817,500155,2025-07-24,424,https://doc_storage.com/500155_d68aec33.pdf
900156,Putusan Pengadilan Kasus ID 500156,961,500156,2026-11-13,499,https://doc_storage.com/500156_e4090de4.pdf
900157,Surat Kuasa Kasus ID 500157,955,500157,2025-08-18,427,https://doc_storage.com/500157_8339f6d9.pdf
900158,Memori Banding Kasus ID 500158,600,500158,2023-12-31,127,https://doc_storage.com/500158_aa279d7b.pdf
900159,Surat Kuasa Kasus ID 500159,709,500159,2025-08-25,326,https://doc_storage.com/500159_ce7c5ada.pdf
900160,Memori Banding Kasus ID 500160,161,500160,2025-08-06,191,https://doc_storage.com/500160_4c47f5bf.pdf
900161,Memori Banding Kasus ID 500161,333,500161,2025-08-30,104,https://doc_storage.com/500161_e92887ce.pdf
900162,Jawaban Gugatan Kasus ID 500162,652,500162,2024-10-04,914,https://doc_storage.com/500162_889355eb.pdf
900163,Jawaban Gugatan Kasus ID 500163,207,500163,2026-09-12,762,https://doc_storage.com/500163_cd92cd35.pdf
900164,Eksepsi Kasus ID 500164,145,500164,2026-08-19,578,https://doc_storage.com/500164_181d6d67.pdf
900165,Putusan Pengadilan Kasus ID 500165,636,500165,2026-12-21,738,https://doc_storage.com/500165_80c24929.pdf
900166,Eksepsi Kasus ID 500166,918,500166,2024-10-09,159,https://doc_storage.com/500166_d4872ad0.pdf
900167,Bukti-Bukti Kasus ID 500167,619,500167,2026-09-25,377,https://doc_storage.com/500167_5cbc787e.pdf
900168,Gugatan Kasus ID 500168,104,500168,2026-07-28,313,https://doc_storage.com/500168_7c5f5e86.pdf
900169,Gugatan Kasus ID 500169,663,500169,2024-09-13,638,https://doc_storage.com/500169_bc73d4c2.pdf
900170,Gugatan Kasus ID 500170,520,500170,2025-12-21,44,https://doc_storage.com/500170_0ab81e56.pdf
900171,Eksepsi Kasus ID 500171,926,500171,2026-09-09,973,https://doc_storage.com/500171_a131310f.pdf
900172,Gugatan Kasus ID 500172,170,500172,2026-12-11,822,https://doc_storage.com/500172_d06d4411.pdf
900173,Putusan Pengadilan Kasus ID 500173,317,500173,2026-10-13,67,https://doc_storage.com/500173_a3536530.pdf
900174,Putusan Pengadilan Kasus ID 500174,974,500174,2024-11-29,459,https://doc_storage.com/500174_f5ebe070.pdf
900175,Surat Kuasa Kasus ID 500175,433,500175,2024-12-28,619,https://doc_storage.com/500175_13edc30b.pdf
900176,Jawaban Gugatan Kasus ID 500176,945,500176,2026-08-06,49,https://doc_storage.com/500176_02d6a10d.pdf
900177,Bukti-Bukti Kasus ID 500177,421,500177,2023-08-21,379,https://doc_storage.com/500177_aecf6239.pdf
900178,Gugatan Kasus ID 500178,726,500178,2025-11-18,220,https://doc_storage.com/500178_ac6d1396.pdf
900179,Jawaban Gugatan Kasus ID 500179,625,500179,2026-08-08,276,https://doc_storage.com/500179_349fe56e.pdf
900180,Memori Banding Kasus ID 500180,92,500180,2026-09-20,695,https://doc_storage.com/500180_8fbe7c00.pdf
900181,Bukti-Bukti Kasus ID 500181,202,500181,2026-09-03,767,https://doc_storage.com/500181_20a1a270.pdf
900182,Eksepsi Kasus ID 500182,528,500182,2025-04-19,115,https://doc_storage.com/500182_4d914c4b.pdf
900183,Surat Kuasa Kasus ID 500183,269,500183,2026-12-01,462,https://doc_storage.com/500183_e5367ab6.pdf
900184,Jawaban Gugatan Kasus ID 500184,938,500184,2026-03-22,160,https://doc_storage.com/500184_8a587c21.pdf
900185,Bukti-Bukti Kasus ID 500185,392,500185,2024-03-07,344,https://doc_storage.com/500185_9a8938d8.pdf
900186,Eksepsi Kasus ID 500186,205,500186,2026-11-11,826,https://doc_storage.com/500186_3ea3dae4.pdf
900187,Gugatan Kasus ID 500187,907,500187,2026-01-20,961,https://doc_storage.com/500187_faf99973.pdf
900188,Gugatan Kasus ID 500188,538,500188,2026-05-24,715,https://doc_storage.com/500188_98386d4e.pdf
900189,Resume Kasus Kasus ID 500189,441,500189,2025-06-12,771,https://doc_storage.com/500189_2ea1b01c.pdf
900190,Surat Kuasa Kasus ID 500190,686,500190,2026-08-12,546,https://doc_storage.com/500190_a6e267d0.pdf
900191,Eksepsi Kasus ID 500191,585,500191,2026-05-05,931,https://doc_storage.com/500191_abcb88ff.pdf
900192,Resume Kasus Kasus ID 500192,794,500192,2024-09-19,253,https://doc_storage.com/500192_b94b7116.pdf
900193,Surat Kuasa Kasus ID 500193,850,500193,2025-04-28,681,https://doc_storage.com/500193_bb4fb7f6.pdf
900194,Surat Kuasa Kasus ID 500194,51,500194,2026-02-03,605,https://doc_storage.com/500194_45626c66.pdf
900195,Jawaban Gugatan Kasus ID 500195,590,500195,2025-03-28,483,https://doc_storage.com/500195_de080b79.pdf
900196,Putusan Pengadilan Kasus ID 500196,723,500196,2024-12-05,894,https://doc_storage.com/500196_16391952.pdf
900197,Surat Kuasa Kasus ID 500197,332,500197,2025-07-03,121,https://doc_storage.com/500197_3c687dc7.pdf
900198,Resume Kasus Kasus ID 500198,5,500198,2026-06-08,696,https://doc_storage.com/500198_107a6f5c.pdf
900199,Memori Banding Kasus ID 500199,187,500199,2026-12-29,124,https://doc_storage.com/500199_fdc1d887.pdf
900200,Gugatan Kasus ID 500200,751,500200,2026-07-28,344,https://doc_storage.com/500200_0a28abfe.pdf
900201,Putusan Pengadilan Kasus ID 500201,961,500201,2025-04-03,594,https://doc_storage.com/500201_1bba1c1a.pdf
900202,Resume Kasus Kasus ID 500202,600,500202,2024-01-05,311,https://doc_storage.com/500202_a9fcba9b.pdf
900203,Putusan Pengadilan Kasus ID 500203,572,500203,2026-09-28,58,https://doc_storage.com/500203_86b38b66.pdf
900204,Resume Kasus Kasus ID 500204,437,500204,2026-06-14,317,https://doc_storage.com/500204_29296f4c.pdf
900205,Memori Banding Kasus ID 500205,160,500205,2026-05-19,473,https://doc_storage.com/500205_0b64f11d.pdf
900206,Gugatan Kasus ID 500206,696,500206,2025-10-08,35,https://doc_storage.com/500206_0038ae65.pdf
900207,Resume Kasus Kasus ID 500207,257,500207,2026-10-17,956,https://doc_storage.com/500207_46784a70.pdf
900208,Gugatan Kasus ID 500208,37,500208,2026-05-30,374,https://doc_storage.com/500208_a5844cb3.pdf
900209,Gugatan Kasus ID 500209,575,500209,2026-04-22,74,https://doc_storage.com/500209_98c79c8e.pdf
900210,Bukti-Bukti Kasus ID 500210,116,500210,2026-08-01,265,https://doc_storage.com/500210_a8cdec0d.pdf
900211,Eksepsi Kasus ID 500211,155,500211,2026-07-11,250,https://doc_storage.com/500211_6ffdb5a0.pdf
900212,Eksepsi Kasus ID 500212,460,500212,2026-12-24,966,https://doc_storage.com/500212_92f610bf.pdf
900213,Bukti-Bukti Kasus ID 500213,853,500213,2024-01-19,953,https://doc_storage.com/500213_a6432424.pdf
900214,Surat Kuasa Kasus ID 500214,853,500214,2026-09-18,254,https://doc_storage.com/500214_95cd159c.pdf
900215,Eksepsi Kasus ID 500215,197,500215,2025-10-24,338,https://doc_storage.com/500215_d39d9478.pdf
900216,Bukti-Bukti Kasus ID 500216,704,500216,2026-12-29,169,https://doc_storage.com/500216_ce7c67f3.pdf
900217,Gugatan Kasus ID 500217,489,500217,2026-01-22,100,https://doc_storage.com/500217_f4a45081.pdf
900218,Eksepsi Kasus ID 500218,443,500218,2026-11-03,437,https://doc_storage.com/500218_b4a92c5b.pdf
900219,Memori Banding Kasus ID 500219,310,500219,2025-10-09,947,https://doc_storage.com/500219_69f80da8.pdf
900220,Surat Kuasa Kasus ID 500220,607,500220,2025-07-18,751,https://doc_storage.com/500220_3939182a.pdf
900221,Eksepsi Kasus ID 500221,695,500221,2023-07-27,499,https://doc_storage.com/500221_3b908f8d.pdf
900222,Putusan Pengadilan Kasus ID 500222,851,500222,2025-05-16,810,https://doc_storage.com/500222_fb812687.pdf
900223,Memori Banding Kasus ID 500223,378,500223,2026-10-26,403,https://doc_storage.com/500223_53cc17c8.pdf
900224,Surat Kuasa Kasus ID 500224,18,500224,2025-07-19,400,https://doc_storage.com/500224_1e9abe71.pdf
900225,Bukti-Bukti Kasus ID 500225,399,500225,2024-11-04,479,https://doc_storage.com/500225_4759ae53.pdf
900226,Surat Kuasa Kasus ID 500226,735,500226,2026-11-24,517,https://doc_storage.com/500226_78a0a61c.pdf
900227,Bukti-Bukti Kasus ID 500227,266,500227,2024-11-05,797,https://doc_storage.com/500227_0dea71ea.pdf
900228,Memori Banding Kasus ID 500228,562,500228,2026-08-12,705,https://doc_storage.com/500228_19ed28bd.pdf
900229,Jawaban Gugatan Kasus ID 500229,829,500229,2026-04-07,341,https://doc_storage.com/500229_f8985237.pdf
900230,Eksepsi Kasus ID 500230,537,500230,2025-11-22,709,https://doc_storage.com/500230_810496ee.pdf
900231,Putusan Pengadilan Kasus ID 500231,362,500231,2026-10-07,576,https://doc_storage.com/500231_68798c0f.pdf
900232,Resume Kasus Kasus ID 500232,616,500232,2026-12-10,984,https://doc_storage.com/500232_4cb47c8c.pdf
900233,Jawaban Gugatan Kasus ID 500233,560,500233,2026-11-08,412,https://doc_storage.com/500233_33d737bd.pdf
900234,Bukti-Bukti Kasus ID 500234,414,500234,2026-10-31,332,https://doc_storage.com/500234_7b24704d.pdf
900235,Jawaban Gugatan Kasus ID 500235,410,500235,2026-08-08,226,https://doc_storage.com/500235_3a890af1.pdf
900236,Bukti-Bukti Kasus ID 500236,372,500236,2026-09-07,672,https://doc_storage.com/500236_2d83d1d1.pdf
900237,Putusan Pengadilan Kasus ID 500237,394,500237,2026-05-02,793,https://doc_storage.com/500237_2e5a4893.pdf
900238,Bukti-Bukti Kasus ID 500238,586,500238,2026-07-03,601,https://doc_storage.com/500238_0f926e8b.pdf
