Dokumen_ID,Nama_Dokumen,Pengacara_ID,Kasus_ID,Tanggal_Upload,Staf_ID,URL_Doc
90088,Jawaban Gugatan Kasus ID 50088,654,50088,2025-12-21,417,https://doc_storage.com/50088_6336b.pdf
90089,Bukti-Bukti Kasus ID 50089,833,50089,2025-08-02,696,https://doc_storage.com/50089_4004e.pdf
90090,Jawaban Gugatan Kasus ID 50090,209,50090,2025-06-27,384,https://doc_storage.com/50090_64790.pdf
90091,Resume Kasus Kasus ID 50091,167,50091,2024-03-06,632,https://doc_storage.com/50091_35342.pdf
90092,Jawaban Gugatan Kasus ID 50092,208,50092,2025-06-17,109,https://doc_storage.com/50092_1bc77.pdf
90093,Resume Kasus Kasus ID 50093,945,50093,2025-12-02,874,https://doc_storage.com/50093_d6cc5.pdf
90094,Putusan Pengadilan Kasus ID 50094,656,50094,2024-06-22,439,https://doc_storage.com/50094_58eb2.pdf
90095,Surat Kuasa Kasus ID 50095,51,50095,2025-07-04,383,https://doc_storage.com/50095_85a46.pdf
90096,Bukti-Bukti Kasus ID 50096,933,50096,2024-10-27,912,https://doc_storage.com/50096_63e40.pdf
90097,Surat Kuasa Kasus ID 50097,164,50097,2025-05-12,499,https://doc_storage.com/50097_13690.pdf
90098,Jawaban Gugatan Kasus ID 50098,444,50098,2025-12-22,706,https://doc_storage.com/50098_82737.pdf
90099,Bukti-Bukti Kasus ID 50099,786,50099,2024-10-08,81,https://doc_storage.com/50099_6e506.pdf
90100,Putusan Pengadilan Kasus ID 50100,432,50100,2025-04-08,600,https://doc_storage.com/50100_c1e70.pdf
90101,Bukti-Bukti Kasus ID 50101,537,50101,2024-12-09,914,https://doc_storage.com/50101_ceae4.pdf
90102,Surat Kuasa Kasus ID 50102,1,50102,2025-07-03,854,https://doc_storage.com/50102_a0580.pdf
90103,Putusan Pengadilan Kasus ID 50103,738,50103,2025-10-21,639,https://doc_storage.com/50103_37455.pdf
90104,Surat Kuasa Kasus ID 50104,192,50104,2025-10-06,330,https://doc_storage.com/50104_41e2d.pdf
90105,Putusan Pengadilan Kasus ID 50105,392,50105,2025-12-03,595,https://doc_storage.com/50105_be12b.pdf
90106,Putusan Pengadilan Kasus ID 50106,385,50106,2025-08-30,236,https://doc_storage.com/50106_f1215.pdf
90107,Surat Kuasa Kasus ID 50107,508,50107,2025-10-29,210,https://doc_storage.com/50107_f67a0.pdf
90108,Surat Kuasa Kasus ID 50108,246,50108,2025-10-02,556,https://doc_storage.com/50108_362ea.pdf
90109,Gugatan Kasus ID 50109,95,50109,2025-12-28,705,https://doc_storage.com/50109_24ded.pdf
90110,Resume Kasus Kasus ID 50110,229,50110,2025-03-06,937,https://doc_storage.com/50110_0854d.pdf
90111,Putusan Pengadilan Kasus ID 50111,210,50111,2025-10-20,811,https://doc_storage.com/50111_55e41.pdf
90112,Resume Kasus Kasus ID 50112,672,50112,2025-12-28,409,https://doc_storage.com/50112_f195f.pdf
90113,Gugatan Kasus ID 50113,482,50113,2025-05-15,522,https://doc_storage.com/50113_a4895.pdf
90114,Putusan Pengadilan Kasus ID 50114,738,50114,2025-08-01,635,https://doc_storage.com/50114_be969.pdf
90115,Resume Kasus Kasus ID 50115,526,50115,2025-12-30,91,https://doc_storage.com/50115_68515.pdf
90116,Surat Kuasa Kasus ID 50116,899,50116,2025-08-20,925,https://doc_storage.com/50116_ff1e5.pdf
90117,Surat Kuasa Kasus ID 50117,743,50117,2025-02-13,702,https://doc_storage.com/50117_ee955.pdf
90118,Bukti-Bukti Kasus ID 50118,431,50118,2025-08-12,618,https://doc_storage.com/50118_2ac3e.pdf
90119,Resume Kasus Kasus ID 50119,344,50119,2024-07-05,804,https://doc_storage.com/50119_e2151.pdf
90120,Jawaban Gugatan Kasus ID 50120,48,50120,2025-12-09,386,https://doc_storage.com/50120_e74b4.pdf
90121,Jawaban Gugatan Kasus ID 50121,704,50121,2024-06-03,563,https://doc_storage.com/50121_08b08.pdf
90122,Resume Kasus Kasus ID 50122,327,50122,2024-09-13,908,https://doc_storage.com/50122_01c2b.pdf
90123,Bukti-Bukti Kasus ID 50123,373,50123,2025-12-20,751,https://doc_storage.com/50123_54012.pdf
90124,Bukti-Bukti Kasus ID 50124,496,50124,2025-12-20,5,https://doc_storage.com/50124_8376e.pdf
90125,Gugatan Kasus ID 50125,976,50125,2025-07-02,525,https://doc_storage.com/50125_bba0f.pdf
90126,Surat Kuasa Kasus ID 50126,124,50126,2025-03-03,293,https://doc_storage.com/50126_6df7d.pdf
90127,Resume Kasus Kasus ID 50127,738,50127,2025-06-14,854,https://doc_storage.com/50127_0c355.pdf
90128,Surat Kuasa Kasus ID 50128,694,50128,2025-08-03,295,https://doc_storage.com/50128_f7964.pdf
90129,Resume Kasus Kasus ID 50129,102,50129,2025-10-19,877,https://doc_storage.com/50129_d7926.pdf
90130,Surat Kuasa Kasus ID 50130,197,50130,2025-04-24,798,https://doc_storage.com/50130_ad5fc.pdf
90131,Surat Kuasa Kasus ID 50131,706,50131,2025-11-09,720,https://doc_storage.com/50131_4a4f0.pdf
90132,Putusan Pengadilan Kasus ID 50132,961,50132,2024-11-27,299,https://doc_storage.com/50132_c9d7d.pdf
90133,Resume Kasus Kasus ID 50133,334,50133,2025-10-07,578,https://doc_storage.com/50133_d66ed.pdf
90134,Surat Kuasa Kasus ID 50134,926,50134,2024-10-25,414,https://doc_storage.com/50134_f3ddf.pdf
90135,Resume Kasus Kasus ID 50135,59,50135,2025-09-25,226,https://doc_storage.com/50135_eb325.pdf
90136,Jawaban Gugatan Kasus ID 50136,503,50136,2025-04-27,76,https://doc_storage.com/50136_6ad5a.pdf
90137,Resume Kasus Kasus ID 50137,588,50137,2025-11-21,239,https://doc_storage.com/50137_fd54e.pdf
90138,Jawaban Gugatan Kasus ID 50138,186,50138,2025-08-06,427,https://doc_storage.com/50138_eb1e6.pdf
90139,Resume Kasus Kasus ID 50139,908,50139,2025-09-09,406,https://doc_storage.com/50139_bb500.pdf
90140,Putusan Pengadilan Kasus ID 50140,860,50140,2025-10-19,683,https://doc_storage.com/50140_126bb.pdf
90141,Jawaban Gugatan Kasus ID 50141,547,50141,2025-12-08,116,https://doc_storage.com/50141_586a8.pdf
90142,Bukti-Bukti Kasus ID 50142,852,50142,2025-08-11,489,https://doc_storage.com/50142_c4210.pdf
90143,Bukti-Bukti Kasus ID 50143,391,50143,2025-11-26,173,https://doc_storage.com/50143_ec656.pdf
90144,Surat Kuasa Kasus ID 50144,965,50144,2025-05-14,574,https://doc_storage.com/50144_1d90c.pdf
90145,Surat Kuasa Kasus ID 50145,923,50145,2025-07-12,906,https://doc_storage.com/50145_69d41.pdf
90146,Resume Kasus Kasus ID 50146,233,50146,2025-06-02,914,https://doc_storage.com/50146_2007b.pdf
90147,Jawaban Gugatan Kasus ID 50147,667,50147,2025-09-28,651,https://doc_storage.com/50147_a9bf8.pdf
90148,Gugatan Kasus ID 50148,928,50148,2025-08-14,321,https://doc_storage.com/50148_77440.pdf
90149,Resume Kasus Kasus ID 50149,31,50149,2025-10-29,569,https://doc_storage.com/50149_f2857.pdf
90150,Surat Kuasa Kasus ID 50150,245,50150,2025-05-18,495,https://doc_storage.com/50150_7cdbe.pdf
90151,Putusan Pengadilan Kasus ID 50151,226,50151,2025-08-13,824,https://doc_storage.com/50151_e61d5.pdf
90152,Resume Kasus Kasus ID 50152,701,50152,2025-05-05,365,https://doc_storage.com/50152_7e808.pdf
90153,Bukti-Bukti Kasus ID 50153,364,50153,2025-08-16,488,https://doc_storage.com/50153_cec0b.pdf
90154,Putusan Pengadilan Kasus ID 50154,735,50154,2025-03-20,735,https://doc_storage.com/50154_7987b.pdf
90155,Resume Kasus Kasus ID 50155,637,50155,2025-02-20,904,https://doc_storage.com/50155_1f338.pdf
90156,Putusan Pengadilan Kasus ID 50156,283,50156,2025-09-26,427,https://doc_storage.com/50156_a7141.pdf
90157,Surat Kuasa Kasus ID 50157,983,50157,2025-10-31,757,https://doc_storage.com/50157_f9a34.pdf
90158,Jawaban Gugatan Kasus ID 50158,288,50158,2025-11-21,67,https://doc_storage.com/50158_6a6ca.pdf
90159,Bukti-Bukti Kasus ID 50159,234,50159,2024-09-28,444,https://doc_storage.com/50159_6087a.pdf
90160,Gugatan Kasus ID 50160,480,50160,2025-05-22,978,https://doc_storage.com/50160_172c6.pdf
90161,Surat Kuasa Kasus ID 50161,906,50161,2025-11-14,358,https://doc_storage.com/50161_5c4c6.pdf
90162,Gugatan Kasus ID 50162,452,50162,2025-09-23,858,https://doc_storage.com/50162_78171.pdf
90163,Resume Kasus Kasus ID 50163,467,50163,2025-10-12,101,https://doc_storage.com/50163_8086e.pdf
90164,Putusan Pengadilan Kasus ID 50164,642,50164,2025-07-11,763,https://doc_storage.com/50164_da6a2.pdf
90165,Jawaban Gugatan Kasus ID 50165,758,50165,2025-02-03,536,https://doc_storage.com/50165_5d191.pdf
90166,Gugatan Kasus ID 50166,215,50166,2025-09-28,865,https://doc_storage.com/50166_1b49f.pdf
90167,Jawaban Gugatan Kasus ID 50167,987,50167,2024-11-19,387,https://doc_storage.com/50167_2fd87.pdf
90168,Putusan Pengadilan Kasus ID 50168,993,50168,2025-03-07,387,https://doc_storage.com/50168_cadb9.pdf
90169,Putusan Pengadilan Kasus ID 50169,874,50169,2025-05-30,948,https://doc_storage.com/50169_501e3.pdf
90170,Bukti-Bukti Kasus ID 50170,483,50170,2025-02-28,163,https://doc_storage.com/50170_2a418.pdf
90171,Putusan Pengadilan Kasus ID 50171,196,50171,2025-05-06,53,https://doc_storage.com/50171_0297f.pdf
90172,Surat Kuasa Kasus ID 50172,872,50172,2025-11-25,872,https://doc_storage.com/50172_f0c96.pdf
90173,Bukti-Bukti Kasus ID 50173,753,50173,2025-10-07,126,https://doc_storage.com/50173_389fa.pdf
90174,Jawaban Gugatan Kasus ID 50174,962,50174,2025-09-24,483,https://doc_storage.com/50174_da1ee.pdf
90175,Surat Kuasa Kasus ID 50175,333,50175,2025-10-03,282,https://doc_storage.com/50175_8a0fb.pdf
90176,Putusan Pengadilan Kasus ID 50176,192,50176,2025-12-01,233,https://doc_storage.com/50176_8a7e9.pdf
90177,Bukti-Bukti Kasus ID 50177,200,50177,2025-09-29,800,https://doc_storage.com/50177_34565.pdf
90178,Gugatan Kasus ID 50178,19,50178,2025-12-22,460,https://doc_storage.com/50178_62eed.pdf
90179,Bukti-Bukti Kasus ID 50179,345,50179,2025-01-19,820,https://doc_storage.com/50179_df143.pdf
90180,Surat Kuasa Kasus ID 50180,702,50180,2025-02-15,124,https://doc_storage.com/50180_9e745.pdf
90181,Putusan Pengadilan Kasus ID 50181,266,50181,2025-10-16,887,https://doc_storage.com/50181_05e10.pdf
90182,Resume Kasus Kasus ID 50182,558,50182,2024-07-31,508,https://doc_storage.com/50182_5809c.pdf
90183,Gugatan Kasus ID 50183,591,50183,2025-12-18,865,https://doc_storage.com/50183_afd34.pdf
90184,Jawaban Gugatan Kasus ID 50184,297,50184,2025-11-19,525,https://doc_storage.com/50184_74ca5.pdf
90185,Bukti-Bukti Kasus ID 50185,435,50185,2025-05-23,863,https://doc_storage.com/50185_0acff.pdf
90186,Gugatan Kasus ID 50186,112,50186,2025-12-23,96,https://doc_storage.com/50186_93006.pdf
90187,Gugatan Kasus ID 50187,161,50187,2025-11-21,125,https://doc_storage.com/50187_6e92e.pdf
90188,Surat Kuasa Kasus ID 50188,231,50188,2025-12-25,951,https://doc_storage.com/50188_49c0b.pdf
90189,Resume Kasus Kasus ID 50189,127,50189,2025-12-10,198,https://doc_storage.com/50189_64f7b.pdf
90190,Bukti-Bukti Kasus ID 50190,63,50190,2024-04-15,507,https://doc_storage.com/50190_32412.pdf
90191,Bukti-Bukti Kasus ID 50191,967,50191,2025-12-29,973,https://doc_storage.com/50191_3c816.pdf
90192,Gugatan Kasus ID 50192,689,50192,2024-12-02,500,https://doc_storage.com/50192_7aa4a.pdf
90193,Putusan Pengadilan Kasus ID 50193,964,50193,2025-12-09,317,https://doc_storage.com/50193_9dcba.pdf
90194,Surat Kuasa Kasus ID 50194,899,50194,2025-05-28,128,https://doc_storage.com/50194_821a0.pdf
90195,Bukti-Bukti Kasus ID 50195,970,50195,2025-12-12,1000,https://doc_storage.com/50195_f7385.pdf
90196,Resume Kasus Kasus ID 50196,156,50196,2025-12-30,127,https://doc_storage.com/50196_e6639.pdf
90197,Putusan Pengadilan Kasus ID 50197,38,50197,2025-10-03,628,https://doc_storage.com/50197_72bd4.pdf
90198,Bukti-Bukti Kasus ID 50198,995,50198,2025-11-20,246,https://doc_storage.com/50198_680b9.pdf
90199,Bukti-Bukti Kasus ID 50199,573,50199,2025-11-01,500,https://doc_storage.com/50199_eebd9.pdf
90200,Jawaban Gugatan Kasus ID 50200,383,50200,2025-09-04,216,https://doc_storage.com/50200_9b77b.pdf
90201,Resume Kasus Kasus ID 50201,462,50201,2025-09-22,830,https://doc_storage.com/50201_b206b.pdf
90202,Putusan Pengadilan Kasus ID 50202,81,50202,2025-05-21,875,https://doc_storage.com/50202_71d34.pdf
90203,Jawaban Gugatan Kasus ID 50203,847,50203,2025-11-14,254,https://doc_storage.com/50203_41f8d.pdf
90204,Putusan Pengadilan Kasus ID 50204,707,50204,2025-06-24,66,https://doc_storage.com/50204_2f504.pdf
90205,Putusan Pengadilan Kasus ID 50205,263,50205,2025-09-01,362,https://doc_storage.com/50205_38e41.pdf
90206,Bukti-Bukti Kasus ID 50206,456,50206,2025-05-11,59,https://doc_storage.com/50206_abf36.pdf
90207,Surat Kuasa Kasus ID 50207,677,50207,2025-08-28,655,https://doc_storage.com/50207_52eaf.pdf
90208,Bukti-Bukti Kasus ID 50208,921,50208,2025-12-30,795,https://doc_storage.com/50208_53b57.pdf
90209,Gugatan Kasus ID 50209,205,50209,2024-09-06,549,https://doc_storage.com/50209_52a3a.pdf
90210,Resume Kasus Kasus ID 50210,757,50210,2025-12-15,342,https://doc_storage.com/50210_830dd.pdf
90211,Bukti-Bukti Kasus ID 50211,682,50211,2025-12-17,874,https://doc_storage.com/50211_a35d9.pdf
90212,Putusan Pengadilan Kasus ID 50212,857,50212,2025-03-07,22,https://doc_storage.com/50212_3f7d9.pdf
90213,Bukti-Bukti Kasus ID 50213,70,50213,2025-12-20,783,https://doc_storage.com/50213_31491.pdf
90214,Surat Kuasa Kasus ID 50214,404,50214,2025-08-27,248,https://doc_storage.com/50214_1dc71.pdf
90215,Jawaban Gugatan Kasus ID 50215,922,50215,2025-12-29,218,https://doc_storage.com/50215_3151b.pdf
90216,Bukti-Bukti Kasus ID 50216,163,50216,2025-11-07,962,https://doc_storage.com/50216_16b0e.pdf
90217,Surat Kuasa Kasus ID 50217,16,50217,2025-01-10,595,https://doc_storage.com/50217_dd942.pdf
90218,Surat Kuasa Kasus ID 50218,855,50218,2024-11-23,155,https://doc_storage.com/50218_b247a.pdf
90219,Jawaban Gugatan Kasus ID 50219,77,50219,2024-07-08,233,https://doc_storage.com/50219_e5acf.pdf
90220,Putusan Pengadilan Kasus ID 50220,794,50220,2025-03-30,561,https://doc_storage.com/50220_ad26b.pdf
90221,Resume Kasus Kasus ID 50221,567,50221,2024-11-11,430,https://doc_storage.com/50221_cbf7a.pdf
90222,Jawaban Gugatan Kasus ID 50222,13,50222,2025-05-26,900,https://doc_storage.com/50222_353bb.pdf
90223,Surat Kuasa Kasus ID 50223,174,50223,2025-09-08,651,https://doc_storage.com/50223_2597a.pdf
90224,Resume Kasus Kasus ID 50224,257,50224,2025-12-21,256,https://doc_storage.com/50224_523ee.pdf
90225,Surat Kuasa Kasus ID 50225,286,50225,2025-09-03,508,https://doc_storage.com/50225_a2919.pdf
90226,Surat Kuasa Kasus ID 50226,748,50226,2025-06-09,945,https://doc_storage.com/50226_bd073.pdf
90227,Bukti-Bukti Kasus ID 50227,68,50227,2025-12-29,204,https://doc_storage.com/50227_9d1d4.pdf
90228,Putusan Pengadilan Kasus ID 50228,710,50228,2025-11-11,647,https://doc_storage.com/50228_ce71a.pdf
90229,Bukti-Bukti Kasus ID 50229,557,50229,2025-10-22,512,https://doc_storage.com/50229_7c55a.pdf
90230,Putusan Pengadilan Kasus ID 50230,291,50230,2025-12-29,924,https://doc_storage.com/50230_9c587.pdf
90231,Putusan Pengadilan Kasus ID 50231,851,50231,2025-12-25,220,https://doc_storage.com/50231_15602.pdf
90232,Gugatan Kasus ID 50232,279,50232,2024-11-24,586,https://doc_storage.com/50232_fd547.pdf
90233,Resume Kasus Kasus ID 50233,609,50233,2025-12-25,922,https://doc_storage.com/50233_ee4bd.pdf
90234,Gugatan Kasus ID 50234,32,50234,2025-07-24,684,https://doc_storage.com/50234_a3299.pdf
90235,Putusan Pengadilan Kasus ID 50235,661,50235,2025-05-09,634,https://doc_storage.com/50235_0f738.pdf
90236,Surat Kuasa Kasus ID 50236,232,50236,2025-12-07,120,https://doc_storage.com/50236_813ef.pdf
90237,Bukti-Bukti Kasus ID 50237,254,50237,2025-09-02,800,https://doc_storage.com/50237_e8173.pdf
90238,Gugatan Kasus ID 50238,21,50238,2025-08-25,115,https://doc_storage.com/50238_da185.pdf
90239,Resume Kasus Kasus ID 50239,285,50239,2025-09-29,757,https://doc_storage.com/50239_0ee45.pdf
90240,Gugatan Kasus ID 50240,702,50240,2025-11-17,593,https://doc_storage.com/50240_29e08.pdf
90241,Resume Kasus Kasus ID 50241,744,50241,2025-12-19,465,https://doc_storage.com/50241_827e4.pdf
90242,Resume Kasus Kasus ID 50242,562,50242,2024-12-20,421,https://doc_storage.com/50242_b9fda.pdf
90243,Bukti-Bukti Kasus ID 50243,295,50243,2025-11-28,954,https://doc_storage.com/50243_3f0f3.pdf
90244,Putusan Pengadilan Kasus ID 50244,131,50244,2025-03-22,212,https://doc_storage.com/50244_2cfdf.pdf
